id,name,danceability,acousticness,liveness,loudness,speechiness,tempo,key,time_signature,label,language
3WUXbNL3SQlDC3qiOK8yF3,Akkineni Akkineni,0.811,0.59,0.307,0.748634221,0.0799,101.002,11.0,4.0,Happy,telugu
7pAvnbKuN7pgJjCMoF5LeP,Padessavae,0.693,0.16,0.073,0.741079512,0.0617,81.482,10.0,4.0,Angry,telugu
2dHw65Nelw6l3QLWvdu5Mq,Collegeki Teenagiki,0.834,0.0861,0.247,0.632816158,0.125,132.829,2.0,4.0,Sad,telugu
2HV6Dtux5W7MdHdorUsrrC,Priya Sakhio,0.659,0.6,0.223,0.612524584,0.0679,79.298,9.0,4.0,Angry,telugu
6nggUskrISrPz557MLrbAq,Bava Bava,0.854,0.363,0.0991,0.527143883,0.117,107.931,0.0,4.0,Happy,telugu
2KJ6jOsXzZXZVSfok8SnJz,Oh Daivama..,0.495,0.105,0.136,0.589423407,0.0436,143.962,9.0,4.0,Sad,telugu
4Pdht91xgjff0TbqDdCFbA,Premanna Chinna Matalone,0.507,0.323,0.066,0.57315893,0.176,178.589,11.0,3.0,Romantic,telugu
2V3wXao6vZZZgXmvAcHwjC,Muddu Muddu Pilloyamma,0.834,0.336,0.227,0.483095558,0.109,94.928,10.0,3.0,Happy,telugu
0Tn7oL4D2e6IQA0X41RM1m,Chali Gaali,0.732,0.582,0.313,0.558111947,0.0867,108.341,11.0,4.0,Happy,telugu
0BIx50GirzjYJNxMmnDNuK,Cheli Vinamani,0.738,0.771,0.369,0.628632972,0.0304,130.045,10.0,4.0,Surprised,telugu
2yalg847ei6wfk3foP6JG8,Edo Anukunte,0.857,0.443,0.347,0.696594137,0.0535,103.992,5.0,4.0,Happy,telugu
45vcabocae9mCTDcrcVpx7,Innaallu Naa Kallu,0.644,0.578,0.365,0.654637405,0.0287,115.052,0.0,4.0,Surprised,telugu
04etcujVf0i5tTLIM58jYg,Oo Baby,0.871,0.196,0.36,0.730122062,0.0452,120.019,5.0,4.0,Surprised,telugu
0Sfiu53XDNWXKFDsG78H20,Neeli Neeli,0.75,0.17,0.079,0.821559017,0.0407,95.024,5.0,4.0,Happy,telugu
6jR39l9ySueW0mdYVEwJxB,Whatsup Antu,0.876,0.0486,0.0504,0.810944963,0.0448,127.974,9.0,4.0,Surprised,telugu
7Gib9qY19TZn4GcsowcU1Z,Labbar Bomma,0.902,0.576,0.0396,0.806168639,0.0895,122.006,2.0,4.0,Surprised,telugu
6ry4JCdWUlJLouC2pJovU1,Oho Bujji Konda,0.897,0.146,0.0537,0.833515437,0.0987,101.993,2.0,4.0,Happy,telugu
0z0iqIwW4jtWgqucH5agDZ,Alludu Seenu,0.721,0.11,0.304,0.829706865,0.155,159.997,11.0,4.0,Romantic,telugu
4skpX6CENT2qqlJl47TMus,Hola Chica (Hi Girl),0.753,0.437,0.12,0.737395811,0.274,99.798,7.0,4.0,Happy,telugu
38UH5WZoMmsrT9azjJV3xq,Alludu Adhurs,0.8,0.394,0.0705,0.701776293,0.187,103.911,10.0,4.0,Happy,telugu
2fJIltaYm7ginVUjAlllNs,Nadumu Chooste,0.863,0.27,0.0322,0.729841101,0.366,95.003,9.0,4.0,Happy,telugu
21VpUbFdx7dw0B78KHvjtk,Pilla Chooste,0.875,0.316,0.134,0.763431461,0.202,117.727,7.0,3.0,Surprised,telugu
4o7rDKEGL4ZbVbh3HQAU1R,Sayya Sayyare,0.586,0.284,0.0698,0.763431461,0.392,77.53,0.0,4.0,Angry,telugu
4WmFpEnchF9tidumB301e7,Yem Peeru Murugan,0.804,0.387,0.379,0.725220866,0.362,149.934,10.0,4.0,Sad,telugu
3x5ggWhKPCM38Pg0AvwyWF,Raikachooste,0.664,0.36,0.0934,0.585708488,0.435,88.143,8.0,4.0,Angry,telugu
2MG4DA5IxSzCQNeJvreJ8O,Kammani Vodi Bommani,0.609,0.674,0.216,0.612087535,0.059,88.338,11.0,4.0,Angry,telugu
55oh9IyxfZI2C8Yi95VaHe,Machali Patnam,0.826,0.531,0.138,0.601379827,0.445,129.811,5.0,4.0,Surprised,telugu
27xwqNjtkLKr62Eo5nuHtL,Okka Sarre,0.674,0.667,0.134,0.609402803,0.0917,72.464,11.0,4.0,Angry,telugu
3uL8qZFtI2t7ogd0wbrYEE,Chalona Chakkerakeli,0.843,0.541,0.655,0.604907439,0.335,93.703,9.0,4.0,Happy,telugu
46Nz8IWJKVslElJdeQ5Q8u,Noo Noogu Meesaala,0.829,0.476,0.144,0.589704367,0.101,133.233,0.0,4.0,Sad,telugu
278dsIQFG3Zpn2oBDx8PU0,Thoda Thokkidi,0.641,0.725,0.151,0.621702619,0.423,141.738,0.0,4.0,Sad,telugu
5bg16nxp5jwRD7NF4KKGBW,Konadameeda Chukkapotu,0.747,0.616,0.326,0.809789904,0.0653,108.599,10.0,4.0,Happy,telugu
6pToagrtls3fpXa4mvawiV,Kondalalo Nelakonna,0.551,0.77,0.138,0.886835451,0.108,88.434,5.0,4.0,Angry,telugu
6nTNrn1bfkbowgJrY8QZmx,Nagumomu,0.418,0.521,0.379,0.84728249,0.0557,102.522,0.0,4.0,Happy,telugu
01Bb4Vfqyg7NB7c9SmwC4S,Ammo Ammo,0.427,0.658,0.124,0.873099616,0.117,66.116,0.0,4.0,Angry,telugu
47c9jP68bRf6v4rayI5H5O,Muddabanti Puvvulo,0.495,0.682,0.556,0.912309181,0.0317,146.066,0.0,3.0,Sad,telugu
3pbtcOP37QuRia2jDFXXjY,Kalala Kadhala,0.605,0.867,0.11,0.731932694,0.0295,115.033,8.0,4.0,Surprised,telugu
77CQs3jBWsW9F7lGltM8rk,Don Bosco,0.743,0.0542,0.302,0.828801548,0.0708,105.041,1.0,4.0,Happy,telugu
2pgA8KDJ6PCJQaSUfmpmm8,Khullam Khulla Chilla,0.669,0.0882,0.0707,0.842787126,0.0536,160.023,10.0,4.0,Romantic,telugu
4JMikOd19jmDeFCP1YZit1,Guppeta,0.609,0.103,0.374,0.842412512,0.0348,79.998,7.0,4.0,Angry,telugu
4bRgqas7xYlWQNSoycIwua,Dil Se Bhol,0.74,0.447,0.182,0.638091968,0.0344,113.002,1.0,4.0,Surprised,telugu
7siJ5y8zgaDhILa6315ibj,Em Vayaso,0.698,0.197,0.114,0.639746511,0.0365,134.986,3.0,4.0,Sad,telugu
4KaYRMhP8QZHtvy71ycFjn,Anjali,0.838,0.414,0.0784,0.644117004,0.0375,134.07,0.0,4.0,Sad,telugu
4tCXkfqu768QXLayNL3YuK,Olammi,0.764,0.518,0.125,0.60319046,0.188,75.008,8.0,4.0,Angry,telugu
6gi8HfvtrUpRQJ4e1GHUkZ,Nuvve Kanta Padavante,0.651,0.801,0.122,0.492929167,0.0306,100.993,0.0,4.0,Happy,telugu
5zkflf8K93gEyALBKpnk5A,Rajulakey Raraju,0.7,0.612,0.176,0.644803796,0.066,142.506,9.0,3.0,Sad,telugu
4803RcgEfnjRSPGXQbEAz3,Zum Zumare,0.723,0.0221,0.0419,0.758436612,0.0612,135.016,1.0,4.0,Sad,telugu
6eZz4kUgGbWjvnAog1Ubt7,Chummare Chumma,0.84,0.348,0.17,0.82692848,0.277,155.101,11.0,3.0,Sad,telugu
3kWQ6Nvdxt9p2v5KkJlMaZ,Taluku Taluku,0.809,0.187,0.126,0.733930634,0.31,76.004,2.0,4.0,Angry,telugu
5Msyq4EZ40MjoszX8qK1eB,Stranger In Black ( Theme ),0.215,0.224,0.095,0.638653888,0.0423,102.435,0.0,4.0,Happy,telugu
6foVpQQXApEJ7SgJqWgzbC,Kondakaki,0.775,0.0982,0.0549,0.745543658,0.181,112.929,7.0,4.0,Surprised,telugu
1USlbzCAPEPaTjRwtc9Ofm,Amma Nanna Oorelithe,0.679,0.474,0.457,0.741516561,0.0453,140.007,5.0,4.0,Sad,telugu
1nwLRXZy9mTT7Rru9M5qxw,Kurise Vennela,0.619,0.704,0.142,0.705928261,0.0343,133.997,8.0,4.0,Sad,telugu
7sQiQMKPOA2ChJU2cJ7nMs,"Abcd,F..",0.741,0.354,0.133,0.765772797,0.0818,83.981,8.0,4.0,Angry,telugu
44zXpq7I71PRch5WMXMV1z,Meghale,0.767,0.0465,0.101,0.785159055,0.0437,94.978,0.0,4.0,Happy,telugu
1uyfWp0FGTWQ9ySnzZPY5j,Ori Devudo,0.595,0.387,0.331,0.745387569,0.046,79.973,9.0,4.0,Angry,telugu
0M4qkAIGvv6hZxfTeAc9lf,Gundello,0.687,0.671,0.112,0.687509756,0.0288,89.995,0.0,4.0,Happy,telugu
7cub9pn8yz4JLw6WLyEiEz,Student Kurrollu,0.804,0.419,0.0838,0.718571473,0.0692,129.988,11.0,4.0,Surprised,telugu
29aHKjde7YPd9dDhQqAIre,Okkati Rendu Moodu,0.809,0.141,0.135,0.695470296,0.103,99.996,10.0,4.0,Happy,telugu
4VYxtIHmuNwdhj8ifX5b3i,Paduchu Bangarama,0.72,0.196,0.183,0.694440109,0.145,87.938,5.0,4.0,Angry,telugu
32eJ1d1AZDnQIc1a8ZfyKf,F TV Figueralle,0.873,0.0888,0.306,0.709018824,0.11,130.033,4.0,4.0,Surprised,telugu
37aeC26oHGMXapQnCluiFK,Ammamma Nee Meesam,0.781,0.169,0.0735,0.724690163,0.173,173.997,7.0,4.0,Romantic,telugu
1NZsX9dWsbenu3SUbuXiC5,Andharivadu,0.849,0.176,0.12,0.703462055,0.0441,109.975,7.0,4.0,Happy,telugu
3WGkAjS44xJdoUb1H4Gzaz,Kodi Koora,0.782,0.423,0.16,0.744170075,0.17,102.957,4.0,4.0,Happy,telugu
4fANx1N2bQqtqTpYVK8K8Q,Debbaki Poye Poye,0.81,0.0415,0.215,0.746698717,0.146,94.969,2.0,4.0,Happy,telugu
11WBYTjbYv9Ey0UthfMQHU,Dance Dance,0.78,0.115,0.084,0.767833172,0.106,100.005,9.0,4.0,Happy,telugu
34SsgQQjoGTZDEhfYuldKR,Andhagadu Aata Kochade,0.825,0.188,0.0961,0.765273312,0.129,140.014,0.0,4.0,Sad,telugu
4zpK4TLDhExpJQIbW3dJDh,Premika,0.696,0.248,0.105,0.732681922,0.0562,127.97,1.0,4.0,Surprised,telugu
3FMFcktyQsUU50Kj3THaPy,Kanula Mundhare (Kids Song),0.702,0.257,0.0964,0.841101364,0.037,116.006,7.0,4.0,Surprised,telugu
128ZhQSzIAKkfBMzN4DU4s,Rakshasa Rajyam,0.799,0.0974,0.119,0.735959791,0.059,119.96,5.0,4.0,Surprised,telugu
5P17nI0ksS6ousSxXZyUF4,Lussia,0.789,0.0568,0.279,0.78522149,0.0659,127.985,9.0,4.0,Surprised,telugu
0Nv4VtOjqu09tMAvYJsgX9,Mehabooba,0.609,0.0846,0.118,0.769206756,0.126,79.917,8.0,4.0,Angry,telugu
6Fa6kUgRGZYIxBGd4Uu0IC,Nee Valle,0.731,0.165,0.242,0.6846065,0.0299,123.056,5.0,4.0,Surprised,telugu
2jbJ8NgCqHWx7Elj1XJPp1,Annayyaa,0.751,0.0795,0.189,0.801267443,0.0723,88.479,11.0,3.0,Angry,telugu
7MeB49NG9OjIuTkqHTfymR,The Spirit Of Antariksham - 9000KMPH Theme,0.291,0.762,0.135,0.625323885,0.0338,129.977,0.0,4.0,Surprised,telugu
3I8c7oCeCjFaWXJ4Oagym9,Palukave,0.552,0.118,0.161,0.72999719,0.0349,119.981,4.0,4.0,Surprised,telugu
0mpSWEYXZzBcJ93ctculbR,Telipo Telipo,0.506,0.545,0.112,0.706302875,0.0319,125.068,7.0,4.0,Surprised,telugu
10CTMJbFhxjJs2zOI96Y8G,Dheemaga,0.324,0.333,0.0499,0.708706646,0.052,198.035,9.0,3.0,Romantic,telugu
5LdslKWqlDxt7pE2yyhCER,Okka Maata,0.716,0.0149,0.182,0.703836668,0.0869,150.023,2.0,1.0,Sad,telugu
5x5P9M7vpBwL4MHEvlQR7h,Aey Pilla,0.9,0.0494,0.097,0.768832142,0.0499,127.986,1.0,4.0,Surprised,telugu
1Sdm6qgiSS6tEm0ycfWjW6,Dum Dumaare,0.496,0.315,0.112,0.767083945,0.297,101.96,4.0,4.0,Happy,telugu
1CiR0VGTQTTZcf3shySNlb,O Cheli Nee Oyyarale,0.762,0.053,0.138,0.717572503,0.0994,103.0,0.0,4.0,Happy,telugu
0xeTu8dm7tQPZ7wPSUB36J,Madhura Madhuratara,0.73,0.124,0.36,0.722348828,0.154,91.996,2.0,4.0,Happy,telugu
6sTAqm946D6MZvPiMt8SlI,Ra Ra Rajakumara,0.808,0.473,0.092,0.756625979,0.296,114.037,7.0,4.0,Surprised,telugu
2QIB7j35j3XFqrAPgZyBI3,Gundelonaa,0.456,0.976,0.0947,0.612524584,0.136,67.356,6.0,5.0,Angry,telugu
4eaZMzZnzIDIrzq2SiAGIl,Kanne Kanne,0.568,0.346,0.129,0.76046577,0.0449,173.936,10.0,4.0,Romantic,telugu
42EJFAoe9qPDAOxcYibP64,Tikamaka Makatika,0.848,0.102,0.572,0.735710049,0.0973,97.02,5.0,4.0,Happy,telugu
3ishzxqkwTkKHBzr9QH28C,Bang Bang,0.774,0.0541,0.0959,0.708519339,0.0665,121.977,11.0,4.0,Surprised,telugu
0tcBL9iOkyGcKgRKTrD8Ai,Che Guevara,0.64,0.103,0.276,0.857865326,0.129,140.033,0.0,4.0,Sad,telugu
6KJyZlCGIeGoyj6QKxUUBC,Oo Aadapilla,0.736,0.329,0.343,0.719570443,0.0363,114.894,4.0,4.0,Surprised,telugu
0WELhUXnRb4aYkRolo68MH,Sinnavaada,0.427,0.142,0.113,0.715418475,0.139,170.068,6.0,4.0,Romantic,telugu
7hhIkFnISpGMgcEbyMputY,Ramsilaka,0.783,0.396,0.0933,0.826616302,0.492,164.044,2.0,3.0,Romantic,telugu
6V04mwH0PoEUsK8FBPbjjw,Ninne Ninne,0.455,0.222,0.148,0.653263822,0.374,85.32,7.0,5.0,Angry,telugu
3Ycm13BFJCDBXxvrxMDUvu,Maahi,0.591,0.0181,0.205,0.715293603,0.0444,97.998,0.0,4.0,Happy,telugu
0ZNoEFHEZD6srhA7xpGyQC,Aswathama,0.594,0.213,0.109,0.763774857,0.0467,127.989,2.0,4.0,Surprised,telugu
76538lTRupfriKQyzS3BWA,Andaga Annaga,0.58,0.0685,0.125,0.657540661,0.0253,91.962,11.0,1.0,Happy,telugu
1GZQaWpJ8qu74dnNtTn6Ly,Khabaddarani,0.715,0.00407,0.127,0.829956607,0.117,113.031,1.0,4.0,Surprised,telugu
6laO9nASX7QHu8LTn4Kw9t,Gona Gona,0.827,0.021,0.254,0.811569319,0.11,97.998,7.0,4.0,Happy,telugu
2lU9QAmib9bOMYcynAywm6,Khiladi Koona,0.832,0.13,0.121,0.808041707,0.039,124.984,9.0,4.0,Surprised,telugu
19b4lMf5AD4IQlutDKRvpZ,Rathraina,0.892,0.145,0.0943,0.774888396,0.125,105.034,0.0,4.0,Happy,telugu
1k5ehWcJjN9JJyPTGWG1dm,Valla Valla,0.887,0.0956,0.343,0.802391284,0.149,100.977,1.0,4.0,Happy,telugu
0Y64X8n9Dk1IqXvx9RrtTS,Shikidham,0.851,0.113,0.298,0.746948459,0.064,104.995,5.0,4.0,Happy,telugu
38obeuIkPNbzfIdqoUkROX,Kalisina Samayana,0.76,0.267,0.139,0.786688727,0.0581,100.016,1.0,4.0,Happy,telugu
0D7JDYwW21Zw1yNtLhf4DV,Rum Rum Ramude,0.892,0.19,0.437,0.745481222,0.196,94.998,7.0,4.0,Happy,telugu
008Lrh7MdyFiboFTP4VCL6,Rakkasi,0.518,0.21,0.557,0.816408079,0.0806,129.976,2.0,4.0,Surprised,telugu
6hd7kesFq6CXTjxo0zEcHO,Aunani Kadhani,0.769,0.0786,0.422,0.687416102,0.035,109.993,5.0,4.0,Happy,telugu
1h1yEHrz5abVSN39KqvLNp,Vetagadi Vatamunna,0.818,0.348,0.258,0.795710673,0.168,79.96,0.0,4.0,Angry,telugu
0uKpgiAITUkru236IELNcf,Haissa Item Paparo,0.818,0.44,0.176,0.779071582,0.285,169.955,1.0,4.0,Romantic,telugu
2uF7JGH6B2FZ95m1hkFHSF,Sairo Sairo,0.825,0.0804,0.409,0.795460931,0.0565,121.015,6.0,4.0,Surprised,telugu
6erPr5c3hlhlx9E0qUv9ez,Diamond Girl,0.844,0.0695,0.0604,0.720069928,0.0723,134.966,6.0,4.0,Sad,telugu
2k88Nvcqtx8W50uZjR33YE,Banthi Poola Janaki,0.815,0.116,0.313,0.736615365,0.0734,105.009,0.0,4.0,Happy,telugu
3YNZ9KjnyKbtrB0VA6Ib3u,Welcome Kanakam,0.73,0.348,0.0779,0.788187182,0.147,83.967,11.0,4.0,Angry,telugu
4JuBn8L005BivndXmkUfwj,Rangoli Rangoli,0.743,0.0839,0.179,0.690943714,0.109,87.485,8.0,4.0,Angry,telugu
4UT0KCiDh4gVIy9pZ4oN0k,Theme Of Hero,0.518,0.395,0.122,0.696719009,0.0741,202.259,4.0,4.0,Romantic,telugu
6UGkpZUshokRYSUuLeb2wT,Yuvakula,0.828,0.441,0.117,0.734742297,0.2,147.044,10.0,4.0,Sad,telugu
2R8JubrAwOWuUuKifnI7H4,Eyi Raja,0.697,0.643,0.108,0.708644211,0.0765,141.959,7.0,4.0,Sad,telugu
29cysWVY27puKwVLbnBZmg,Vachadura,0.759,0.673,0.116,0.735273,0.051,135.033,2.0,4.0,Sad,telugu
0V3oK9ZpszfT9X5SapbGo3,Oopirage,0.67,0.619,0.301,0.721818125,0.0386,98.001,9.0,4.0,Happy,telugu
6e0318agXQyjclTZs5vqEF,Mojjarey,0.836,0.619,0.128,0.704055193,0.0768,110.01,4.0,4.0,Happy,telugu
3IxUyyRsmPFhVEU6vlAFnG,Mamatala Talli,0.612,0.407,0.178,0.668123498,0.0283,100.928,9.0,4.0,Happy,telugu
4bQaRXZFfxYzjYAgITmi5N,Jeva Nadhi,0.317,0.977,0.103,0.565260825,0.0412,108.936,2.0,3.0,Happy,telugu
3yyP7M6WyqpklntF6LGjlO,Dhivara,0.673,0.358,0.0921,0.679830175,0.0426,154.049,0.0,4.0,Sad,telugu
7HXiakDP9xV6S4bLirezow,Sivuni Aana,0.706,0.347,0.145,0.751475041,0.0714,146.948,9.0,3.0,Sad,telugu
2v3jPWrChfQbUCxNDdUaR2,Pacha Bottasi,0.628,0.587,0.123,0.709924141,0.0598,93.916,7.0,4.0,Happy,telugu
05Z15xjiZAyStB0DX1qeyk,Manohari,0.624,0.123,0.105,0.752317922,0.062,160.025,4.0,4.0,Romantic,telugu
2OVdL8Auc991jppyAAWqlF,Nippulaa Swasa Ga,0.661,0.6,0.0923,0.680954016,0.331,152.966,5.0,3.0,Sad,telugu
5XPDIBhLhN5atbPMuckHK8,Dheevara (English Version),0.594,0.604,0.0995,0.714232198,0.0462,77.016,0.0,4.0,Angry,telugu
4v3RS3BB2xY4LTw0r7zK4Y,Saahore Baahubali,0.782,0.493,0.321,0.739487404,0.0606,110.031,7.0,4.0,Happy,telugu
3VN9NVCfm1KEelf39Cpvb5,Hamsa Naava,0.672,0.746,0.104,0.649205507,0.055,137.906,5.0,4.0,Sad,telugu
1dM2yyks7DqWaHOlD8P7hq,Kannaa Nidurinchara,0.765,0.804,0.124,0.669309774,0.0513,104.972,2.0,4.0,Happy,telugu
1JZW12hGaeqF98r36V8Of2,Dandaalayyaa,0.619,0.829,0.404,0.725970093,0.039,92.017,2.0,4.0,Happy,telugu
3r44R8Mq0vf9U6fzyGAjcz,Oka Praanam,0.602,0.651,0.0999,0.650423001,0.0296,77.975,5.0,4.0,Angry,telugu
7dAaff99o3NOix59p69Y6i,Kadhile Paadham,0.649,0.468,0.0565,0.699872007,0.0263,113.895,4.0,4.0,Surprised,telugu
2mdUY7AEY3S45uG3aDI5WZ,Padhara Padhara,0.804,0.269,0.169,0.697655543,0.0504,101.001,5.0,4.0,Happy,telugu
4iz4tKPZ9sZnD3NjM2WHRu,Mogindhi Jai Ganta,0.548,0.733,0.313,0.775606406,0.0741,89.716,7.0,4.0,Happy,telugu
6AjmSBMYPdyRqdB5Te3bvm,Baana Theme,0.393,0.657,0.626,0.724627728,0.0306,115.965,4.0,4.0,Surprised,telugu
3stxPvzpZHMOiNQ8hoSFrq,Baba Theme Music,0.169,0.765,0.101,0.621858708,0.0369,127.689,0.0,4.0,Surprised,telugu
1Zaznc5Q9VIwS590iz2qTa,Dippu Dippu,0.422,0.0877,0.137,0.786719945,0.317,91.653,6.0,4.0,Happy,telugu
7KSHH54b2Qt6huR5QeqlOo,Baba Neeku Mokkutha,0.814,0.259,0.18,0.751412606,0.0894,110.004,7.0,4.0,Happy,telugu
7lQCJSQBCmoScFJXhqDF4x,Maya Maya,0.334,0.329,0.156,0.745918272,0.13,197.381,2.0,3.0,Romantic,telugu
5lLZlwPQAisWu8PWaLwU6e,Rajyama,0.616,0.611,0.1,0.705459994,0.113,87.11,5.0,4.0,Angry,telugu
6CiYiclSx9cHyjgFkRHoDC,Sakthinivvu,0.373,0.593,0.153,0.736240752,0.113,93.318,1.0,4.0,Happy,telugu
3xEaUi7UNC2cNOq2exkl6Q,Inte Inthinte,0.866,0.182,0.0654,0.699341304,0.0782,124.001,2.0,4.0,Surprised,telugu
4guFnC6kGejXzQdyBZ3Ovu,Hat Hatja,0.809,0.02,0.147,0.739893235,0.143,101.002,2.0,4.0,Happy,telugu
763X41jI4xAmtltIsRDtG0,Kannu Kottina,0.675,0.361,0.144,0.800112384,0.307,181.325,0.0,3.0,Romantic,telugu
64clqUbPHDdq3YffwYJ2KT,Ooru Palleturu,0.765,0.275,0.0388,0.870290013,0.165,137.787,1.0,3.0,Sad,telugu
2dylBTRXG1eoldwjvoqD4t,Potti Pilla,0.851,0.567,0.188,0.82180876,0.111,150.022,9.0,3.0,Sad,telugu
3Y1tKHinncoUxv91kd9QwL,Balarama Narasayoo,0.578,0.654,0.157,0.874441982,0.83,95.062,1.0,4.0,Happy,telugu
1XhuiXnEG6gs7DC4JYVebm,Thoduga Ma Thodundi,0.615,0.88,0.105,0.748977617,0.193,94.138,1.0,4.0,Happy,telugu
5lufVi0LpN9LwwtqXDImf2,Ayyo Shivuda,0.567,0.624,0.165,0.747947429,0.218,105.98,6.0,4.0,Happy,telugu
08agHAO3fcsMBXmLvbjVdX,Kodukulara,0.525,0.979,0.102,0.714044891,0.0624,135.236,9.0,4.0,Sad,telugu
2tVlv3k4A71XDP8QP7rMgR,Hello Boys And Girlsu,0.674,0.884,0.113,0.621608966,0.212,141.939,0.0,4.0,Sad,telugu
4dT12xmKMcJ8FCcZOOW17U,Kajalu Chellivaa,0.825,0.563,0.15,0.6974058,0.194,141.958,3.0,4.0,Sad,telugu
13pYqJauWfma3IjKTLabBk,Lucky Lucky Rai,0.897,0.726,0.112,0.661037056,0.0536,140.963,9.0,4.0,Sad,telugu
7I7ofSd3GBtZjeRqW6eokR,Padipoyaanila,0.859,0.581,0.195,0.632566416,0.123,118.969,11.0,4.0,Surprised,telugu
4F2p8L4DOL0OlvJ9xDhfWJ,Pathikella Sundhari,0.784,0.718,0.139,0.691349546,0.0624,104.927,10.0,4.0,Happy,telugu
3lFkByCu3i7cKoRY9RZavc,Yaevaindho,0.627,0.814,0.182,0.646957825,0.0752,86.463,11.0,4.0,Angry,telugu
6QQyi87suKD8l4WcNjwO8K,Motta Modatisari,0.913,0.314,0.175,0.785377579,0.0503,116.032,4.0,4.0,Surprised,telugu
1OSrHyuDVM1JIGp7bQBtFX,Hello Hello,0.869,0.261,0.0923,0.805513065,0.0326,119.991,0.0,4.0,Surprised,telugu
0qfZiB9bpO61j3kG2smJZw,Bale Bale,0.886,0.0274,0.0491,0.792588893,0.0562,105.996,10.0,4.0,Happy,telugu
5xhJKiHgOucC7u8He99pzC,Endaro,0.588,0.143,0.339,0.801267443,0.0695,169.935,9.0,4.0,Romantic,telugu
4f8MJBAravtscVr2UwB57p,How How,0.729,0.0573,0.151,0.787687697,0.125,92.861,1.0,4.0,Happy,telugu
3dDOdwqSOsNUd4pf2hgvrp,O Rendu Prema Meghaalila (First Love Song),0.525,0.803,0.112,0.65541785,0.0286,113.994,5.0,4.0,Surprised,telugu
0AQ3LXGG0bu57Bt2RebA71,O Rendu Prema Meghaalila (Reprise),0.519,0.792,0.123,0.617894047,0.0293,113.963,5.0,4.0,Surprised,telugu
2Xg69skH7eWidUQ35EJ8p2,Deva Raaja,0.68,0.658,0.109,0.663222302,0.599,75.06,6.0,4.0,Angry,telugu
7AsXXnob7TO0xfVkjXM88Q,Premisthunna,0.541,0.785,0.0833,0.697374582,0.0285,99.93,9.0,4.0,Happy,telugu
4thyLzqZWH0q3Ys6CAabuy,Riba Pappa,0.644,0.878,0.0855,0.650173259,0.0498,120.111,11.0,4.0,Surprised,telugu
0B8n0oYSVOXiD31fC2LYcn,Kalakalame,0.601,0.847,0.0901,0.725782787,0.027,109.925,0.0,4.0,Happy,telugu
7DLtDk3jDemIswIgk8gPHg,Mallela Vaana,0.818,0.41,0.102,0.749758062,0.0379,129.979,1.0,4.0,Surprised,telugu
0PlMSIBwou2E1RZbpaWH0m,Dhillunna Vade,0.46,0.181,0.132,0.783410858,0.0441,104.471,8.0,3.0,Happy,telugu
6mlEOcHuTh87yWknTRaHCX,Snehithudo,0.65,0.407,0.151,0.753566634,0.0608,174.003,2.0,4.0,Romantic,telugu
6VdeLo1dKYKJppNa6tc8JR,Dhandame Ettukuntam,0.894,0.514,0.0692,0.719133394,0.258,129.957,2.0,4.0,Surprised,telugu
2jkeDXMB6CcraXaccbQm7s,Raaka Raaka,0.781,0.361,0.191,0.725720351,0.0425,97.972,6.0,4.0,Happy,telugu
6CQXFIyiO3ApFA7p7QF4e4,Baabu Bangaaram Theme,0.508,0.0243,0.103,0.733337496,0.124,179.946,6.0,4.0,Romantic,telugu
7fp2ebX6fx7GN7yaj5I3cy,Tikku Tikkantu,0.843,0.495,0.0661,0.762651016,0.11,77.001,2.0,4.0,Angry,telugu
2EFCBNqHOIoo623iQoyZM8,I Am An Indian,0.81,0.0359,0.123,0.702369432,0.0813,103.992,0.0,4.0,Happy,telugu
51h1CYi3H1ok8UsxJtpT0u,Omkareswari,0.698,0.623,0.385,0.778166266,0.0768,105.95,0.0,4.0,Happy,telugu
1VqyZYD9Huo13j6fPssiOu,Amba Dari,0.799,0.492,0.0795,0.695033247,0.0491,106.001,5.0,4.0,Happy,telugu
1sJwTTmJqKCfSECI9HSV4F,In The Night,0.81,0.138,0.211,0.711734774,0.108,104.989,2.0,4.0,Happy,telugu
4TRW5DKF9aGr7TbQIee9Kt,Nachchavura,0.751,0.568,0.5,0.665001717,0.0388,104.983,0.0,1.0,Happy,telugu
3dM6QAiyWLwxnDSkLwn6F5,Nadh Nadh,0.827,0.329,0.112,0.736989979,0.105,130.066,7.0,4.0,Surprised,telugu
6eU4WBu12W1JnqvX736WWF,Chiranjeeva,0.804,0.416,0.0829,0.656260731,0.0982,104.983,11.0,4.0,Happy,telugu
21EQVV3MJNZapoeimn1wS3,Ambadari Remix,0.787,0.0103,0.112,0.766959073,0.0385,115.97,5.0,4.0,Surprised,telugu
6l8auM9DtjqoFiNOypkONW,Vasudhara,0.633,0.461,0.102,0.700621234,0.0284,109.94,11.0,4.0,Happy,telugu
2Fh0F8p45Ef4FNvZTWEGNj,Badrenath Theme,0.678,0.301,0.195,0.772671932,0.269,118.016,5.0,4.0,Surprised,telugu
1rJqRMO6JCaBt4sslBBA0k,Just Do It,0.824,0.0598,0.161,0.79433709,0.152,100.023,7.0,4.0,Happy,telugu
22FFBbNoYDREtMvFvczxiN,Thirumalavasa,0.711,0.055,0.0737,0.795991634,0.03,142.936,1.0,4.0,Sad,telugu
