id,name,danceability,acousticness,liveness,loudness,speechiness,label,language
7yYVHaaDrdPZ8uokqn591T,Mila Mila,0.646,0.0257,0.125,0.739019137,0.051,Cheerful,Telugu
2vtNklbCGlFNqdTGERJYTl,Meghamai,0.578,0.571,0.104,0.754222208,0.0456,Chill,Telugu
5AgawCwpT2z2gFFQm7qV7a,Kalalonaina,0.646,0.423,0.178,0.774139169,0.0417,Chill,Telugu
2I57vP4WfgoC4HJGxGsLvj,Enadana Anukunnana,0.457,0.48,0.308,0.729809884,0.0828,Chill,Telugu
60yhujZTdl43vgo1g0XlMa,Mansannadi Annadi,0.777,0.0612,0.321,0.662785253,0.0465,Cheerful,Telugu
6FxFCK6G16kqr6rSH10ryh,Ele Ele Maradalaa,0.77,0.399,0.0869,0.799800206,0.0826,Chill,Telugu
3FXva0AmRiYFRQgTUQoDQH,Shirisha Shirisha,0.735,0.29,0.218,0.683794837,0.041,Cheerful,Telugu
0JY4ysejyu4tAxK6MkB0K0,Mona Mona,0.68,0.382,0.185,0.760434552,0.106,Chill,Telugu
1sJV35mHXYocnVWA72j5Ij,Premalekha Rasenu,0.701,0.256,0.172,0.820872226,0.225,Cheerful,Telugu
5Juy3dAEP19CkvvMUrslK7,Intikeldam Padavammo..,0.818,0.268,0.301,0.850216964,0.0624,Cheerful,Telugu
1rid0wlGGXbRndkcRvH0LZ,Mahanati,0.58,0.636,0.0724,0.749196141,0.0349,Chill,Telugu
1RoL1iqt5frER6Q6Lgqdk3,Come Back Come Back,0.836,0.443,0.0757,0.77426404,0.201,Chill,Telugu
70RmqPZh5y3VqrQuzS0FaX,Thiru Thiru Gananadha,0.773,0.431,0.146,0.860612493,0.227,Chill,Telugu
2333RV2lqw4JGTd2TSgIQ5,Andamaina Lokam,0.791,0.259,0.1,0.760059938,0.163,Cheerful,Telugu
6BeQXKD84PCUFbcBGCRNdn,O Meri Bhavri,0.898,0.384,0.0557,0.765772797,0.0853,Chill,Telugu
1KCmzhNAbFDtI1shedFqxk,Gadhithalupula,0.796,0.455,0.0853,0.706833578,0.0826,Chill,Telugu
0iTb5OOu7VEgccuNYfuiOT,Dhinaku Dhin Jiya,0.817,0.568,0.0633,0.669340992,0.0636,Chill,Telugu
77MUd6XuDKBy84QgvxMW2B,Kanya Raasi,0.773,0.128,0.0617,0.712577654,0.0371,Cheerful,Telugu
7pYvuwoYhWGXf0C2cHsqQS,Aduguthundhi,0.718,0.193,0.116,0.717510068,0.0337,Cheerful,Telugu
2Rf65ZjHAdQUdHtImoFIVE,Kanupapaku,0.728,0.193,0.0801,0.646832954,0.184,Cheerful,Telugu
2ylX1uAn9mcOOr3Y4O11h6,Thilottama,0.744,0.244,0.0696,0.641682015,0.0329,Cheerful,Telugu
0dXJ0FQiioT1D2aMy8lyW8,O Chandrama,0.708,0.13,0.261,0.641557144,0.0589,Cheerful,Telugu
7E2KrVsBxNyQRL0iaXuzEK,Neede Eenade,0.805,0.255,0.21,0.764648956,0.0374,Cheerful,Telugu
5m53GSHt6lAQzAWZ8aewCf,Naa Gundello,0.84,0.292,0.132,0.671557456,0.041,Cheerful,Telugu
4bba7bK1ssrfWGgePQhG0z,Avuno Teliyadu - Telugu,0.612,0.647,0.146,0.641588362,0.0306,Romantic,Telugu
1jjrGEs158ss7gaJViVCwn,Nammela Ledhe,0.742,0.546,0.0965,0.606000062,0.0356,Chill,Telugu
2gruZeTPGECkAyERerTGK0,Allade Allade,0.413,0.453,0.209,0.641369837,0.0477,Chill,Telugu
77y001vCIukk2ozx5ow6Ur,Vayyaaram,0.909,0.046,0.0883,0.782692848,0.0414,Cheerful,Telugu
6sFKMQEUvnYIBwPxq6Pr8V,Prema - Telugu,0.713,0.612,0.143,0.794867793,0.0363,Chill,Telugu
31ObWFkpZYOoKf3Sds7BY8,Ninne Ninne,0.69,0.113,0.109,0.563980895,0.0323,Cheerful,Telugu
1yWuUWBGf5D2EEHcpdqEGV,Bulli Lanter,0.746,0.617,0.111,0.73711485,0.0407,Chill,Telugu
3AxyGuiPWS5rL0di4qKTP8,Jara Jara,0.843,0.0308,0.0659,0.597290294,0.113,Cheerful,Telugu
38nwBRjoNg7FeNsn7ebFOk,Yedhalo Oka Mounam - The Innocence of Love,0.645,0.204,0.318,0.771454438,0.0359,Energetic,Telugu
6fP7zEaXUaGmzTDyvA79Ng,Nee Paata Madhuram - The Touch of Love,0.649,0.174,0.496,0.773233853,0.029,Energetic,Telugu
4ngIVcfL0Pm564bTpDIS8H,Po Ve Po - The Pain of Love,0.568,0.489,0.108,0.751256517,0.0358,Chill,Telugu
3wjx2rUwWGmTJmSPX9tgPu,"Yemainado - From ""Mr. Majnu""",0.635,0.856,0.0895,0.767083945,0.0325,Romantic,Telugu
2z9OlnfkYcr6CLUArbCFao,Kanulu Kalisayi,0.73,0.176,0.102,0.606124934,0.0346,Cheerful,Telugu
4KuDETpNp3Mbi1ng9588xE,Lucky Lucky,0.892,0.0401,0.0705,0.683950926,0.0591,Cheerful,Telugu
0UY7g85KqiF53HBa7UNUKZ,Naa Manasuni Taake,0.716,0.768,0.103,0.770798864,0.0519,Romantic,Telugu
588i1c02oRQho1g8MpCZHD,Evaro Athanevvaro,0.732,0.0326,0.128,0.653357475,0.0843,Cheerful,Telugu
56gEzzCyoJ8qEb6goG50aL,Ninu Choosina,0.564,0.0822,0.0413,0.766709331,0.159,Cheerful,Telugu
7FYahqdxfGQ63jT9AIPdhg,Chennai Chandrama,0.863,0.0225,0.305,0.680111135,0.0429,Cheerful,Telugu
5RuatRL84Po8nzN7w36a75,Tu Tu Tu,0.717,0.355,0.0618,0.656385602,0.128,Chill,Telugu
3wQgs2kLVoSiEsNURMrz88,"Niluvaddham - From ""Nuvvostanante Nenoddantana""",0.827,0.16,0.0922,0.72259857,0.123,Cheerful,Telugu
5wnEIr8o5AfQDzOOPRI7cI,Smaiyai,0.841,0.0581,0.095,0.45659164,0.133,Cheerful,Telugu
4FkmXh0cUWMjK2GY8CzTKR,Nee Kosam - Version 1,0.6,0.43,0.162,0.672493991,0.0465,Chill,Telugu
3yFSz8h50XVL6nAMjYPk6e,Gundelona Nenu,0.813,0.231,0.104,0.61926763,0.0557,Cheerful,Telugu
0W7hgX3v8YOzuSjcxUy2f4,Zara Zara Navvaradhe,0.88,0.148,0.0532,0.777479474,0.0635,Cheerful,Telugu
3JIPkI8YbAMGY2OPRzYoRI,Mounamaina Gaanamaa - Mad Movie,0.644,0.552,0.095,0.709955359,0.0284,Chill,Telugu
5PughkhdtqpoLMIEOlSPP1,Malli Kuyave,0.598,0.559,0.11,0.709143696,0.0704,Chill,Telugu
1XTwqcI55hujq9toTuy1VG,"Ninnu Choodagane - From ""2 Hours Love""",0.61,0.644,0.0884,0.80685543,0.0315,Chill,Telugu
3Z8HWBXmHZNMOFQPFTJbvu,Emoemavuno,0.723,0.626,0.224,0.752598882,0.0346,Chill,Telugu
0qnLqhUu7oynJwsThfAMR3,My Love,0.641,0.598,0.151,0.600849124,0.0323,Chill,Telugu
6XCvxD4HUnio4VHxVkmXz1,Anna Naganna,0.72,0.478,0.077,0.79134018,0.118,Chill,Telugu
3fxeP59j8bqOgTrZba7LgK,Vinakapothivi Kadara,0.772,0.727,0.336,0.847813193,0.137,Chill,Telugu
78PoXHAbXHvOx0HMaa1a8z,I Wanna Fly,0.648,0.107,0.176,0.874379546,0.0486,Cheerful,Telugu
58Z4mKXfC4bUJFnUi4jlrs,Adaraku,0.736,0.109,0.0634,0.667186963,0.074,Cheerful,Telugu
6Qtt3Feevn3dH9wNx80eUo,Pranam,0.496,0.634,0.0887,0.600037461,0.0309,Romantic,Telugu
2iOn6TC6tuOQCZXVa3nJI0,Naalo Nenu,0.714,0.483,0.107,0.799800206,0.0255,Chill,Telugu
2Azy9fx4Nts0ENAez7xJm9,Yentha Vaaru Gaani - Remix,0.87,0.795,0.0992,0.672119377,0.0772,Chill,Telugu
46ZWVfAlTic02K5deefyDu,Po Pove Yekantham,0.443,0.375,0.0792,0.711547467,0.0275,Chill,Telugu
03vfGqLtqfGrmGBigO5eit,Neetho Edo,0.668,0.5,0.108,0.771797833,0.0599,Chill,Telugu
6Y197cdngWAdxirEOkjDmq,Padipoya,0.636,0.744,0.0894,0.814659882,0.0987,Romantic,Telugu
61GFyz4FtmUGYGbwzAf1D6,Nijamena,0.753,0.137,0.211,0.734523772,0.0446,Cheerful,Telugu
1ZJU94Cp0KsNXCIdVRMIDa,Meenakshi Meenakshi,0.857,0.303,0.103,0.780070552,0.0513,Cheerful,Telugu
5GIrbI2Ajufw08rpI5FFtE,Langa Voni,0.59,0.0969,0.0743,0.831954547,0.334,Cheerful,Telugu
2gQO5jSm9H6dwkH770mOpK,Eppudainna,0.605,0.731,0.0935,0.691411981,0.0299,Romantic,Telugu
0bgmrh31WHcPzuZ1YBhNSM,Andala Chukkala,0.893,0.519,0.123,0.693347485,0.0638,Chill,Telugu
4o2Owq8bP48ysFO8oWK9dd,Rajakumari,0.869,0.384,0.187,0.717416414,0.228,Chill,Telugu
2NnLnKpodcqsFd9ktz48Wl,Melamellaga,0.686,0.17,0.0901,0.744575906,0.0434,Cheerful,Telugu
7949B8ff44n3Y4rSGCWcqz,Pataku Pranam,0.898,0.0474,0.0711,0.710923111,0.0362,Cheerful,Telugu
1lTvxgInVXKh5P6GVWdiOp,Prema Ane,0.646,0.0727,0.126,0.654262791,0.0319,Cheerful,Telugu
4MA5zXGMS7ZZyXmFAs6EAd,Chandramukhi,0.693,0.00819,0.0706,0.694377673,0.0452,Cheerful,Telugu
0IRfsXtMfcCdpsmZFbarUZ,Manasuley Kalisey,0.572,0.0946,0.132,0.756938158,0.185,Cheerful,Telugu
23jx3L667UpcfDJrHKvqvO,Cheppinaadhey Thana Premani,0.63,0.532,0.295,0.821590235,0.0358,Chill,Telugu
0c2bAwc83xzhNcBbi4aB4p,Nammaleni Kale Nijamayena,0.799,0.296,0.602,0.676021603,0.0573,Energetic,Telugu
6xyMzMWKjEZzZ7RyCojam3,Nijamga Idi Nenenaa,0.602,0.878,0.169,0.730683982,0.024,Romantic,Telugu
5FrSLZyVnYOvNWoWpTcW4v,Nuvvu Naatho Emannavo(Remix By Srt Entertainments),0.861,0.687,0.0802,0.768332657,0.0447,Chill,Telugu
74LjQCvKP16PvDU0rBJgBq,Nenaa Ninnu,0.338,0.675,0.0867,0.765117223,0.0646,Romantic,Telugu
3tMLTmqPyJrhBzIHivX0fG,Ekaantham - Telugu,0.338,0.625,0.0856,0.622326975,0.0503,Romantic,Telugu
6w0C4Zk1SqRsZR3kCOiduW,Arere Aakasham - Telugu,0.786,0.376,0.0833,0.736334405,0.0503,Chill,Telugu
7hZlqFL1mHyRDbjN5nzhJQ,Anandama,0.727,0.288,0.105,0.711516249,0.0404,Cheerful,Telugu
5SqDQqyru3hjcxconzLFh8,Yelugula Teraley,0.584,0.463,0.164,0.72743733,0.0619,Chill,Telugu
4ehODAMMpfeA7DtVhvNZ36,College Song,0.719,0.533,0.148,0.752036962,0.0387,Chill,Telugu
7q82su42LH7iwwh4wJXs6A,Lacha Gummadi,0.446,0.883,0.0868,0.736802672,0.0453,Romantic,Telugu
0Wgv6JRoNYrp0TT1VZgTNN,Kalalu Chusina,0.57,0.651,0.114,0.699934443,0.0328,Romantic,Telugu
2m89IdT7sJdSky0Fymg7r2,Aanandamayenu - Theme Song,0.602,0.269,0.306,0.629070022,0.03,Energetic,Telugu
06zDtXbVc9gnMHirrt6i99,Pilla Puli,0.71,0.197,0.172,0.66709331,0.0391,Cheerful,Telugu
7nKVIhhYNj5IuiPk4PFcKD,"Edo Edo Adagalani Anipisthundi - From ""GEM""",0.731,0.0466,0.238,0.639403116,0.0295,Cheerful,Telugu
6wOmZPd7c2dfdbbUUoVWWy,"Korameesam Polisoda (From ""Krack"")",0.76,0.945,0.136,0.666718696,0.0389,Romantic,Telugu
4BCTeoleGFTAekI2qOXCeh,Brahma O Brahma,0.754,0.461,0.142,0.696313177,0.114,Chill,Telugu
0mp672WlppO1S3UKQgqYyQ,Neekye Nenu,0.6,0.363,0.217,0.652733119,0.0504,Chill,Telugu
0A1chT9ef0Kn1NnQVnLoot,Bang Bang Bangkok,0.935,0.218,0.139,0.800393344,0.109,Cheerful,Telugu
534iKGEDubP2xHxZECgzJy,Dum Masala,0.779,0.473,0.219,0.736927543,0.0696,Chill,Telugu
3rG9ZufN5XfgvDswhxYoZQ,Mawaa Enthaina,0.838,0.772,0.3,0.709705616,0.234,Chill,Telugu
5rYuH1gY2lRBeotu5ejfR4,Ramana Aei,0.693,0.302,0.106,0.839758999,0.153,Cheerful,Telugu
2dviQPe3xUZeAhURHzMDXf,Pataas Pilla,0.753,0.267,0.116,0.625573627,0.258,Cheerful,Telugu
68tBp30vWQxHRNmSEFwPhA,Ticket Eh Konakunda,0.724,0.125,0.722,0.786376549,0.159,Energetic,Telugu
1VBvgXzwESW9V7DXXGSiwm,Mari Antaga,0.851,0.642,0.149,0.651234664,0.0341,Chill,Telugu
0qVqPTe9U3vaCQJIFMcXEE,Taxi,0.804,0.0342,0.0687,0.798052009,0.11,Cheerful,Telugu
0EV7Iol5TYTzVufJTT6ZSX,You’Re My Love,0.869,0.0326,0.0843,0.86023788,0.0376,Cheerful,Telugu
0h5wFi2R8a9ReSIDbXzZgy,Samajavaragamana,0.568,0.91,0.124,0.772952892,0.0345,Romantic,Telugu
3qWfqpB8KJFxwvbpqbuLCh,Ramuloo Ramulaa,0.663,0.415,0.158,0.819717167,0.152,Chill,Telugu
1WBA3KunNN2GGpHghfwnNE,OMG Daddy,0.83,0.252,0.115,0.769394062,0.0555,Cheerful,Telugu
1gT9sc5997gi82JBxoUTYp,Buttabomma,0.666,0.753,0.124,0.686011301,0.145,Romantic,Telugu
3Gr4k8MLafHmaO19KnESjl,Samajavaragamana - Female,0.367,0.931,0.0707,0.682483689,0.0406,Romantic,Telugu
0nUqmLja5dpfk2mdTpss9t,Ala Vaikunthapurramuloo,0.405,0.836,0.366,0.627540349,0.11,Romantic,Telugu
3U1lRa56VJbOFqfWI2PTrj,Mandaara Poovalle,0.829,0.0604,0.349,0.715137514,0.0451,Cheerful,Telugu
62UqZv8jJwfXpKENrnk8OJ,Arere Vaanaa,0.756,0.304,0.0657,0.660880967,0.0928,Cheerful,Telugu
0RQhpA5lD1GyM7lO2tdmbO,Yedho,0.763,0.778,0.0892,0.668404458,0.0315,Romantic,Telugu
4yu2FFVXDJL1QaGp6y0LEx,Rupayi,0.731,0.299,0.0703,0.75007024,0.0369,Cheerful,Telugu
41IUiBF8LF3zFcj4HovjjU,Adugadugunaa,0.746,0.626,0.061,0.510723317,0.0363,Chill,Telugu
1YTDRKPDFwZ9pcWmUUnlkQ,Srivalli,0.82,0.494,0.362,0.789311023,0.0438,Chill,Telugu
0U90gqjr8CWCEQ5WrvmO5g,Eyy Bidda Idhi Naa Adda,0.733,0.205,0.0515,0.751162863,0.144,Cheerful,Telugu
0kz3Bh09Li3wtcreZV3BKM,Follow Follow,0.829,0.317,0.0866,0.836699653,0.077,Cheerful,Telugu
50s6uX9YwwF7T1VOFDNpGA,Dont Stop,0.834,0.215,0.127,0.845908906,0.0757,Cheerful,Telugu
0aygY9LqK1bCqyKK1bOsio,Love Me Again,0.713,0.0437,0.107,0.880279712,0.0564,Cheerful,Telugu
344RDDZ8T7QFFqIT377ZOX,Idhe Kadha Nee Katha,0.623,0.904,0.441,0.690194487,0.0412,Romantic,Telugu
3bXNfFKUI9p5WKjjOgMqzs,Ra Ra (Roar of the Revengers),0.647,0.184,0.0711,0.831330191,0.271,Cheerful,Telugu
3o3ggEc2XFqUGKbz63I8WJ,Chalikalame,0.927,0.647,0.135,0.552305435,0.369,Chill,Telugu
4iKGu3xtvm90eBw0EIPWJP,"Naatu Naatu (From ""Rrr"")",0.405,0.355,0.0815,0.845877689,0.0992,Chill,Telugu
6h5vL07MyGY6WdWPYK4IMG,"Dosti (From ""RRR"")",0.681,0.507,0.108,0.697093622,0.0449,Chill,Telugu
7Ar8nEGW5tFZREmnPB5cLw,Bujjiamma Bujjiamma,0.848,0.574,0.172,0.7594668,0.217,Chill,Telugu
3KpBJtSOZdWTNk48O2b4m9,Bhaga Bhaga,0.664,0.0528,0.0977,0.651609278,0.0765,Cheerful,Telugu
74uU0hPS9vQfa7N9hgaFxu,"Neelo Naalo (From ""Swag"")",0.522,0.44,0.111,0.796210158,0.0423,Chill,Telugu
7o3gnrSdBN1yJeyDd3ysWX,Fear Song [TELUGU],0.642,0.0807,0.118,0.771048606,0.181,Cheerful,Telugu
2R8sh9H3YqdufrgMA9LNcz,Chuttamalle,0.677,0.136,0.161,0.734711079,0.0797,Cheerful,Telugu
5Pqv6e52EWyqxeNyFYqDni,Ayudha Pooja [TELUGU],0.701,0.309,0.0263,0.85340118,0.172,Cheerful,Telugu
2R2FHagWm5v1zJACctLRkK,Once Up On,0.828,0.105,0.118,0.777791652,0.0608,Cheerful,Telugu
2o6DT527sOB7r20jVlyhzJ,Apple Beauty,0.879,0.0366,0.0706,0.865950738,0.0427,Cheerful,Telugu
37qEgpLxOJN2jpxo2yEl64,Sundari,0.866,0.185,0.0629,0.851528112,0.0552,Cheerful,Telugu
75PLRXczgeUtwD9mFzDVsB,Pranaamam,0.721,0.122,0.115,0.843848531,0.0503,Cheerful,Telugu
2q0EHeFHe0dNnq6DF2UcTe,Last Bench,0.886,0.593,0.0658,0.804451659,0.457,Chill,Telugu
1nXzPMp1KLrQvYWmsgK6kK,Mari Antaga,0.851,0.642,0.149,0.651234664,0.0341,Chill,Telugu
0kCRJzUCwNXGjaX7xyOPrI,Dekho Dekho Gabbar Singh,0.903,0.0828,0.219,0.88415072,0.119,Cheerful,Telugu
5vxFdEHRfgwvhTpI9fNAF9,Santhosham Sagam Balam,0.681,0.0465,0.177,0.588799051,0.129,Cheerful,Telugu
0K2CU7TTmFBSbFm1Lt50Sx,"The Karma Theme - Telugu (From ""U Turn"")",0.514,0.00948,0.0687,0.814004308,0.0447,Cheerful,Telugu
0v9u1rAlMAoFHFz6oCJ57U,Naalo Chilipi Kala (Theme Song),0.802,0.566,0.243,0.80045578,0.0511,Chill,Telugu
5Mp5XAiliIamV9G7lMJTg9,Beautiful Love,0.618,0.652,0.0767,0.702556738,0.0578,Chill,Telugu
16ZESINIISGjA5CwM0mfSm,Mirchi,0.81,0.36,0.058,0.867574064,0.165,Chill,Telugu
1lQ266sCiOsHmcCAn39KvR,Super Machi,0.759,0.431,0.0288,0.83120532,0.098,Chill,Telugu
5Eafns5qyPzrHCPQl7R24b,Bang Bang Bangkok,0.935,0.218,0.139,0.800393344,0.109,Cheerful,Telugu
47BZ5zznG2jzc2hjsEbvxH,,0.666,0.65,0.0889,0.7813817,0.0312,Chill,Telugu
3goxD2Gnkku2SObsyTvs3F,Thandaane Thandaane,0.85,0.463,0.164,0.747291855,0.0606,Chill,Telugu
6FESpNVqUL9Ajt99tYkzLi,Kannula Munde,0.554,0.652,0.16,0.661723847,0.032,Romantic,Telugu
7KiM3AFZmkWTAd5h9gybzn,Shokilla,0.797,0.0262,0.44,0.751100428,0.13,Energetic,Telugu
1E5zyR7GT3PKjH3cqhVXVf,Ninnu Chudagaane,0.768,0.178,0.072,0.797583742,0.117,Cheerful,Telugu
2os5ZEWZ2lwGRh4aBYOAE4,Vaaru Veeru,0.779,0.116,0.0177,0.890487934,0.115,Cheerful,Telugu
0aSyzcFyCsOujevKLbMZxj,Idhedho Bagundhe,0.845,0.315,0.165,0.758093216,0.0692,Cheerful,Telugu
7lf3b4gGfzDn2XD0pra7wH,Mr. Perfect - DSP Mix,0.82,0.205,0.123,0.85012331,0.127,Cheerful,Telugu
0XVyztocOZOlntAfoq73rx,Nannaku,0.547,0.51,0.127,0.695189336,0.0426,Chill,Telugu
6xyA0jq8yXAF1vQ6AK1vI5,"Yentha Sakkagunnave (From ""Rangasthalam"")",0.883,0.497,0.156,0.701495333,0.068,Chill,Telugu
1ERqAWaAhH9cH0nPU1szbZ,"Cheppave Chirugali - From ""Okkadu""",0.588,0.0509,0.0956,0.667592795,0.118,Cheerful,Telugu
3Ew9wEfTVs5JwEQEbVl1Wn,Manassa,0.863,0.328,0.0831,0.750413636,0.0417,Cheerful,Telugu
54gYONnzfTG89DUnTvt5r4,Thellarindoi,0.919,0.072,0.0987,0.678987294,0.0666,Cheerful,Telugu
6obKaXHU2avqfLZFPjGm4K,Vachindamma,0.822,0.487,0.104,0.768925795,0.0326,Chill,Telugu
1s9ryZb4SbWAp3qWecSSuA,"Unnatundi Gundey - From ""Ninnu Kori""",0.839,0.512,0.105,0.744856866,0.0363,Chill,Telugu
6dfzvJmyJN2vmAywOeFVMO,Hulala,0.751,0.329,0.303,0.810102082,0.0395,Energetic,Telugu
1bIcKBql2FriNbkbdzD5Zl,Lover Also Fighter Also,0.589,0.0724,0.208,0.75790591,0.0886,Cheerful,Telugu
3cUHHmGAptibsa4BsULeVY,"Rangamma Mangamma (From ""Rangasthalam"")",0.828,0.323,0.104,0.824899323,0.0937,Cheerful,Telugu
4IoL5eSdPTk44UjQf0fk4m,Kanulanu Thaake,0.727,0.572,0.117,0.747073331,0.0348,Chill,Telugu
4qnbyphQuBj1YpPor7TnjR,Thikka,0.891,0.633,0.0759,0.715761871,0.0391,Chill,Telugu
2kFaEZJM9coKfesI5LOaPJ,Neethoney Dance,0.811,0.113,0.4,0.880966503,0.0484,Energetic,Telugu
0BFQi3erN3X4tT6ZrthC5d,Chal Chalo Chalo,0.598,0.42,0.485,0.809665033,0.0991,Energetic,Telugu
2aIrdFNTPHYvVXGHRBzYU6,"Bharat Ane Nenu (The Song Of Bharat) [From ""Bharat Ane Nenu""]",0.715,0.499,0.136,0.735678831,0.0275,Chill,Telugu
5au0abCgZ9InphXxAYbXMw,Whatamma What Is This Amma,0.783,0.624,0.114,0.820653701,0.114,Chill,Telugu
2C5KGxHkq4ePV51ES40dxO,Rakaasi Rakaasi,0.806,0.346,0.0369,0.762432491,0.0534,Chill,Telugu
4KtOMKNhcaeDAeM7mZ70Ju,Oka Praanam,0.601,0.651,0.0999,0.650235694,0.0298,Romantic,Telugu
1qNjwr1lWSNmTPMbiQ8sYt,Dandaalayyaa,0.618,0.827,0.404,0.725970093,0.0391,Romantic,Telugu
3i6VljsEY3qEQOPpfrCJKq,Rupai,0.731,0.326,0.0716,0.764211906,0.0346,Cheerful,Telugu
0fHjKqPAJwl4hQpI1bpLVP,I Am Very Sorry,0.845,0.125,0.0874,0.774357694,0.0963,Cheerful,Telugu
2fVPpGZVTizpZHd9WMgev7,,0.732,0.53,0.23,0.743264758,0.0327,Chill,Telugu
6OKfxoZ4qW4ZHJs0RglVRr,Aww Tuzo,0.595,0.283,0.0948,0.807635876,0.189,Cheerful,Telugu
2b7XhC25CBPOoLdTMjsHPY,"Raavana (From ""Jai Lava Kusa"")",0.597,0.145,0.118,0.805981332,0.0492,Cheerful,Telugu
1yzetU0NF7DWaMIyjkDiJO,Sainika,0.588,0.168,0.163,0.767427341,0.0655,Cheerful,Telugu
5VxL1b7OOpc1m0n2eAiAoo,Nenani Neevani,0.671,0.693,0.144,0.635750632,0.0358,Romantic,Telugu
6rji5mwjuHRuhozNhn8DG8,,0.392,0.123,0.193,0.806543252,0.0504,Cheerful,Telugu
1Wc9z0B5BaA3dpLUxEbHZb,Taanu Nenu,0.504,0.864,0.125,0.577466987,0.032,Romantic,Telugu
5S8j0832bEg5ozbOcrVsDH,Oorugalle,0.737,0.149,0.0855,0.761995442,0.178,Cheerful,Telugu
0FSrCEox8bEpO3RD6ZfEr5,Top Lesi Poddi,0.64,0.104,0.119,0.858989167,0.185,Cheerful,Telugu
7Kd2C4NcmMRk0N7M3LRvLS,Gulabi Kallu Rendu Mullu,0.658,0.168,0.12,0.776324415,0.0371,Cheerful,Telugu
6vxk22JN65ciOZ19q9XBdU,Kandi Chenu Kada,0.818,0.327,0.063,0.730153279,0.144,Cheerful,Telugu
7J5STw8IjdcNLHsx5aT9uH,Nuvvasthanante,0.716,0.0701,0.0521,0.70124559,0.258,Cheerful,Telugu
4oMMYhuXwRTG5EM035dvHQ,Box Badhalai Poye,0.837,0.224,0.636,0.894202853,0.17,Energetic,Telugu
3dn0RtihJaiPDszn9QG00S,Rakhi Rakhi,0.913,0.0839,0.0496,0.696000999,0.0644,Cheerful,Telugu
6xSuenHgNaeQDRiHr8qKpm,"Pillaa Raa - From ""RX 100""",0.411,0.606,0.175,0.795460931,0.15,Romantic,Telugu
19BctQls0bL7UTZ9OPKf17,Gusa Gusa Lade (Version 2),0.52,0.288,0.333,0.772796803,0.0502,Energetic,Telugu
0ZPTJxVUvOEuMnIqLbWUMp,"Saahore Baahubali (From ""Baahubali 2 - The Conclusion"")",0.782,0.493,0.321,0.739456186,0.0603,Chill,Telugu
0LdTY0ozNj0b7AVfWjKkpx,Cheppave Prema,0.502,0.477,0.0934,0.841756938,0.0485,Chill,Telugu
6b5aq53DvjUJn1ns2j9J6l,Next Enti,0.908,0.337,0.14,0.832297943,0.0849,Cheerful,Telugu
7agbQBEJYIaKJ8lGVdq1bv,Athiloka Sundari,0.673,0.305,0.12,0.758780008,0.0541,Cheerful,Telugu
4NQM8Z3WQvBq9zTo9TiXVr,Entho Fun,0.629,0.415,0.121,0.708238379,0.0834,Chill,Telugu
0bETpWtPUymnLydCM8xKVn,Neeve Neeve,0.797,0.0782,0.0923,0.68132863,0.0343,Cheerful,Telugu
7lnoKCjdDeOi4N8233zlO6,Panchirey,0.706,0.0418,0.0799,0.71975775,0.0309,Cheerful,Telugu
2nJIt9fxCRSPU6obvEdCpk,Egire Egire,0.594,0.141,0.174,0.743077451,0.0431,Cheerful,Telugu
7KQpsXCQvYleJDyxnGJmZ1,Thanemando,0.751,0.67,0.171,0.713451753,0.0437,Chill,Telugu
7LcNScYoKIPpLJ79V3QbNj,One & Two & Three,0.629,0.017,0.185,0.827115787,0.0404,Cheerful,Telugu
3GWWv1wdrxVh6i0eBaZGvX,Sarrainodu,0.718,0.387,0.279,0.793400556,0.0668,Chill,Telugu
5cyxdxyOUwZn940TaMATvG,Gunde Jaari Gallanthayinde,0.829,0.532,0.186,0.714419505,0.147,Chill,Telugu
2atS1WwSGF1cCkWXW1Di6P,Diyalo Diyala,0.629,0.323,0.076,0.913932507,0.189,Chill,Telugu
1soYqSnez9gGQepWQ50Fc1,Champesaave Nannu,0.746,0.614,0.143,0.811662973,0.0494,Chill,Telugu
0UyTXiVQuWpScleQ4uVtox,Side Please,0.769,0.189,0.137,0.827896232,0.156,Cheerful,Telugu
1yONzSAD8MJa4BjvZLNZq6,I Wanna Fly,0.648,0.107,0.176,0.874379546,0.0486,Cheerful,Telugu
6SP9RrpWPB0Y4YcFXmcoQn,Aaraduguluntada,0.884,0.803,0.419,0.68972622,0.0597,Romantic,Telugu
4pCRP5zNeDHLRh7zmPJOtx,Noppi Noppi,0.77,0.053,0.497,0.808978241,0.0708,Energetic,Telugu
6p3L4v9ZiABHb5pzsSKieM,You Are My Mla,0.734,0.15,0.0471,0.77654294,0.0526,Cheerful,Telugu
3PP1G6ukDSE3fOn4BJBtUw,Down Down Duppa,0.842,0.152,0.735,0.692504605,0.0653,Energetic,Telugu
5BfPUwy0Zy5VpoZMbPHitt,Bunny Bunny,0.77,0.484,0.294,0.855243031,0.161,Chill,Telugu
67uJogpIBq6BcNrIJaRSNN,Urvashi Urvashi,0.844,0.12,0.147,0.526269784,0.136,Cheerful,Telugu
5HqRVRrIolAmTHYdn3PcpS,Mukkala Mukkabala,0.886,0.0615,0.108,0.468142228,0.138,Cheerful,Telugu
0tyLo7wakFZ0TOvteo9m4U,Yemani Cheppanu,0.645,0.462,0.237,0.729778666,0.0544,Chill,Telugu
