id,name,danceability,acousticness,liveness,loudness,speechiness,label
64O0pLvgZ2RH1yAKcHWaGd,Prathi Rathri,0.513,0.843,0.518,0.641401055,0.0666,Romantic
01VSUx5fqYdVMtECrIrr0o,Veyi Shubhamulu,0.41,0.825,0.187,0.843598789,0.0327,Romantic
42Vsk07YwxueqBzgkWT7IK,Entha Vaarukaani,0.496,0.632,0.0774,0.645709112,0.0733,Romantic
0tKqt3grdfpNohaxHZXjDh,Andaala O Chilakaa,0.343,0.895,0.431,0.603440202,0.0361,Romantic
2YTobIjxvuTWgscvaUz6EY,Pagale Vennela,0.469,0.955,0.399,0.614584959,0.0494,Romantic
5PHL2lKhGCSRicgXVktiKF,Ayyayo Ayyayo,0.516,0.838,0.789,0.797552524,0.107,Romantic
2O9zyYQR7iPf0afjXSkSQC,Sriraamuni Charithamunu,0.501,0.948,0.183,0.765273312,0.0623,Romantic
3AbxgsYRFyr6ycX60IeduW,Nannu Dochu Kunduvatey,0.546,0.761,0.0542,0.638560235,0.0741,Romantic
6uCeOG82Vj2R1DWOj3vDJ1,Chilipi Navvula Ninu,0.323,0.896,0.303,0.855992258,0.0356,Romantic
2EvP8Xl8NCf6LzqWKY1Kdb,Salalitha Raaga Sudhaarasa,0.362,0.807,0.172,0.511784722,0.135,Romantic
6Io2bh28IESuNsjPVNjqTg,Gaaradi Chese Kannulatho,0.582,0.925,0.326,0.538444729,0.0729,Romantic
6xrkSLsG7XxGm9FoFZWlN8,Nede Thelisindhi -Duet,0.415,0.958,0.302,0.747666469,0.0367,Romantic
1eZ3i0uKNw7i3tcZFXDjH7,Neeli Kannula Needalona,0.558,0.922,0.0823,0.653170168,0.0799,Romantic
2meISZ8kC8qVnUk2UQ7ISJ,Sri Ramayana Kavya Katha,0.506,0.768,0.22,0.752723754,0.137,Romantic
1jam86q6JVKGUCb1NPqUdF,Neevuleka Veena,0.458,0.796,0.132,0.67705179,0.0414,Romantic
16cgqEoRPp8vghG6Ovs1LC,Neeli Meghaalalo - 1961,0.515,0.976,0.246,0.632535198,0.0482,Romantic
1OArmhVvxPHuzcrVv22Gcv,Bhale Manchi Roju,0.577,0.956,0.142,0.822682858,0.0415,Romantic
0dQmpPba0fjeuf9Jz8w6wk,Oohalu Gusa Gusalade,0.409,0.822,0.564,0.771922705,0.0339,Romantic
6XkHo1EpYDfsFZsrx6ZZAc,Nannu Vadali,0.51,0.958,0.358,0.60091156,0.143,Romantic
4uDA7e3q5GVVRyFY05BeQA,Vinudu Vinudu Ramayana Gaatha,0.358,0.894,0.249,0.730871289,0.0693,Romantic
3Ho2wwvTk2CoBom5i10jtR,Evevo,0.376,0.991,0.15,0.594824088,0.0374,Romantic
1kNNiScmfvqJyK3EebJP0I,Sri Seetharamula Kalyanam,0.389,0.94,0.389,0.586426498,0.0995,Romantic
2AUxx9v8DYWqD6UIGaQICv,Are Kushi Kushi,0.426,0.951,0.314,0.537914026,0.345,Romantic
0wTrB1yMIkp5yjQXMy9ECk,Jagadnabhari Ramudu,0.502,0.93,0.482,0.797833484,0.0548,Romantic
07eMvER8JtfoZCc49oYlps,Pachchagaddi Koseti,0.8,0.97,0.372,0.770517903,0.0832,Romantic
6kWPAs41eVFlnsZXgLTtU3,Naa Paata Nee Nota,0.421,0.968,0.0816,0.825024194,0.0414,Romantic
3raDeVVx2knhZFz4Pa7ZkE,Mabbullo Yemundhi,0.372,0.93,0.238,0.586176755,0.0393,Romantic
53OX0UNya1KUNPu2kxEOyb,Telisindile Telisindile,0.494,0.978,0.371,0.555458433,0.0898,Romantic
1R8RsG3S0js8p1aIa9vAd7,Mudhabanthi Poolupetti,0.525,0.978,0.495,0.544376112,0.0467,Romantic
0gRMJ7Z6krT6LPcSBvt21C,Aalayana Valisina,0.508,0.71,0.253,0.676052821,0.0814,Romantic
3InU9LfojvA0s3oJVgczT6,Manasu Parimalinchene,0.422,0.638,0.164,0.803327818,0.0614,Romantic
0OodQHMrpDmqny7v4GMJX0,Mama Mama Mama,0.591,0.142,0.104,0.576561671,0.234,Cheerful
5K2XaBehTepRd1LSVkwm6z,Naa Jama Bhoomi Yenthaandhamaina,0.525,0.947,0.116,0.644710143,0.0783,Romantic
3yr5ErkRI8khmI4JYPUBdo,Eenaati Ee Bandham,0.502,0.985,0.111,0.588205913,0.0598,Romantic
21WM3y9zdW1XEXLR4mZlGH,Raara Krishnaiah,0.476,0.796,0.194,0.64702026,0.0846,Romantic
5AYepXwQkImClvYDw7l2J6,Kolu Koloyamma,0.538,0.98,0.269,0.464302438,0.231,Romantic
1MmTGZEJpa9xt14so21Wmp,Manasuna Manasai,0.433,0.765,0.651,0.795117535,0.085,Romantic
7C2JBHRwHTqUfkF4jTAFML,Chita Pata Chinukulu,0.482,0.953,0.345,0.659226423,0.157,Romantic
5dy7iWLgCcbrR1FLVniNsC,Manishi Maara Ledhu,0.484,0.721,0.328,0.865420036,0.0402,Romantic
7DD3MN3IuNCnvt8mgPXLP5,Shiva Shankari,0.369,0.438,0.347,0.812037586,0.135,Energetic
1X9vDwFvEWJZtheDISHi7K,Entha Haayi Ee Reyi,0.484,0.856,0.279,0.795523367,0.0361,Romantic
4a4w08LQVcevvZ5Jt8PhSN,Idhi Mallella Velayani,0.514,0.975,0.423,0.819467424,0.0353,Romantic
78hSx1GvGUbOrE5LZRWJLL,Naa Hrudayamlo,0.62,0.797,0.208,0.768207786,0.0674,Romantic
1Rki1No4Uc9oMm1sAlCilg,Chethilo Cheyyesi,0.528,0.948,0.0964,0.795367277,0.326,Romantic
7wFURVdAb9Sos80XbntvUU,Silalapai Silpalu,0.403,0.531,0.529,0.632347891,0.0734,Energetic
1mRxLJdAmLw9V42LYf33kR,Ramakathanu Vinarayyaa,0.549,0.993,0.549,0.610651516,0.0488,Romantic
7JK3mJgQU5NycSCK7gWzma,Lechindi Mahilalokam,0.671,0.694,0.028,0.690537883,0.2,Chill
5Cu0UDVqqeHGoROrWj1yiq,Godaari Gattundi,0.434,0.758,0.406,0.701183155,0.113,Romantic
3JerfTjPul07nyx9XN8Uqe,Ettago Vunntaadhi,0.711,0.83,0.303,0.774357694,0.481,Romantic
0Y0EHIXLjOvrfjGnJYmkAz,Janma Metthithira,0.404,0.959,0.0743,0.395186214,0.0481,Romantic
5sGgDl8iUeCow9NQ3DqMxv,Goronka Gootike,0.562,0.768,0.146,0.584584647,0.0543,Romantic
6pRgiypFWNIYaJlH8rNIPN,Mounamuganee,0.653,0.96,0.0836,0.629881685,0.181,Romantic
2Dk6WA72xQ8Y5UxyRTrsK7,Ee Mounam,0.439,0.864,0.133,0.556863235,0.0747,Romantic
74Dr4BO7tCYlpoBpU4dL5M,Madhilo Veenalu,0.505,0.856,0.295,0.789654419,0.0308,Romantic
4fW9ofEZAyP5uUCe1NwudV,Kushi Kushiga Navvutu,0.461,0.75,0.505,0.784222521,0.04,Romantic
4D4wS0kcJ8ouTtYyNlwDZs,Ye Nimushaaniki Yemi Jaruguno,0.52,0.919,0.161,0.702182125,0.127,Romantic
2yeZIKSQF92XIVAHiabxn7,Ninu Veedani Needanu Nene,0.469,0.943,0.32,0.640745481,0.0356,Romantic
7Dm6h7O1GpcC93q3C4D6h9,Adhey Adehey,0.475,0.944,0.262,0.687697062,0.145,Romantic
6SWCyvjLJuTKEgsrYNMeEV,Malliyalaara,0.42,0.97,0.328,0.725907658,0.0341,Romantic
2rcu8qMnT7BOBRhCPwW35i,Paadutaa Teeyagaa,0.501,0.858,0.314,0.746542628,0.0543,Romantic
47rbRUpNP1PxBGrnrJcrUg,Lechindi Nidira,0.612,0.727,0.302,0.571223426,0.0688,Romantic
6lfBtuv9V1OIQJs2ixIkrN,Kanulu Kanulatho,0.536,0.99,0.295,0.618393532,0.0382,Romantic
3jidECzoOHP3dPbc8bnlEf,Aligina Velane,0.443,0.856,0.27,0.815128149,0.0399,Romantic
5QrZAzsrEiOAgCWp9Hzgny,Sannaga Veeche Challagaaliki,0.411,0.908,0.0608,0.658726938,0.0451,Romantic
61TAENi1dJTT5AVkQ03oSj,Tella Cheera,0.48,0.97,0.917,0.776230762,0.0686,Romantic
6MonllUeaDyUDC4ogxAtjF,Vundhile Manchi Kaalam - 1984,0.341,0.761,0.714,0.641182531,0.183,Romantic
7bcz8zdTguVNXxWs0uoGfx,Jalakaalaatalalo,0.47,0.732,0.614,0.855086942,0.0416,Romantic
68fTMF8ByPAdS8SBjhZtKy,Kolokoloyanna,0.526,0.741,0.566,0.718321731,0.201,Romantic
7ezht4f4eZi1xfmsyk2N1N,Eevela Naalo,0.231,0.916,0.254,0.843099304,0.0631,Romantic
384D9ksCZRAxXMXhfbRUgb,Repanti Roopamkanti,0.583,0.908,0.292,0.663721787,0.0609,Romantic
50vTvTYEkS5kV25qIYQGur,Emandoi Sreevaru,0.65,0.981,0.111,0.511441326,0.111,Romantic
3a2STkbzUMj8bYU7V6HcsA,Sandhehinchakumammu,0.483,0.954,0.128,0.86607561,0.0359,Romantic
0Bko0IlQzqdxQpZBeCEC3f,Aho Balu,0.871,0.0174,0.0484,0.854556239,0.165,Cheerful
7AuxDrIRYAcvtcKjAATx0M,A Square B Square (Male),0.818,0.0376,0.044,0.836387475,0.117,Cheerful
6ZNnthyVbA6eW8qxBTDYez,Dhooram Dhooram,0.665,0.518,0.0823,0.822464334,0.0327,Chill
5b6VBz8deGvJwLxWLGbTxq,A Square B Square (Female),0.8,0.0717,0.0601,0.8607998,0.13,Cheerful
5eDjfvPNEiLr9hqCE8xHXr,That Is Mahalakshmi,0.712,0.0364,0.0661,0.889801143,0.0647,Cheerful
0yU9bMoVPQSHHsSVFHKeRN,Pantham Ekkado,0.656,0.803,0.146,0.860955889,0.0333,Romantic
0SY9LAIezDPCnnIkdQ0I7V,Pantham Ekkado (Bhaarya Bharthala Bandham),0.551,0.47,0.548,0.846221085,0.0577,Energetic
2puHXLFm9NiOC4usRKDgff,Kannula Rendu,0.802,0.284,0.235,0.695532732,0.0897,Cheerful
65kxAvBb2VLIWXoKAfwsap,Namaha Namaha,0.717,0.59,0.0829,0.696344395,0.0398,Chill
4EWA9xFgZnnhS7rwxIBMhz,Maa Oopiri,0.89,0.00345,0.277,0.739081572,0.0545,Cheerful
0XSsaHb6lNORjcwPRt4GX1,Emainado,0.545,0.942,0.0778,0.684512846,0.0299,Romantic
3aSbf8YUzXDq7z8sWUiQ9d,Ohala Pallaki,0.776,0.26,0.285,0.690631536,0.0418,Cheerful
4JKQ1TlysLmqY3dKX2wcCv,O Prema,0.62,0.236,0.0542,0.683420223,0.0445,Cheerful
02uYrmKzDgRYCoqqKAFnir,Mounala Manasa,0.602,0.599,0.0871,0.67137015,0.0322,Chill
3176w3H33Clww0iFoQBRWU,Jabiliki,0.822,0.149,0.118,0.734336466,0.0389,Cheerful
4MjAla9meQEtbveSNQqsYK,Tholichupu,0.403,0.482,0.111,0.653669653,0.0365,Chill
5YrYRkIsZ4teFHveHYxeoT,Chandamame,0.643,0.16,0.0697,0.759872631,0.142,Cheerful
3tldiyjcxZ0AYYe98MDI9o,Padhalu Bee Dhari,0.681,0.715,0.0951,0.747666469,0.0298,Romantic
6c1N8ZOy5r9t5EqBiJKbhS,118 Theme Music,0.635,0.6,0.0951,0.740423938,0.0364,Chill
6Evxz4hMxpzz85J2AggwGV,Ee Vayasika Raadhu,0.775,0.0556,0.152,0.610058377,0.602,Cheerful
7vtPLBdJ3EUs1UvcRY9dZl,A.J.,0.422,0.362,0.0906,0.605094746,0.0445,Chill
4Hh1Feo9E9e8RiYHcDokEJ,Ninna Len,0.617,0.574,0.091,0.712608872,0.0737,Chill
5oPF0Y8H6ejhBULl1CnW4l,Moonnaalle,0.47,0.27,0.179,0.699809571,0.35,Cheerful
6A4mCZ2MFJ2aK9QUgU7h3X,Radhe Radhe,0.42,0.827,0.33,0.639777729,0.0304,Romantic
6lZIHtrC0WZAqVtRG2LL2t,Nee Maatalo,0.672,0.35,0.0738,0.73427403,0.0307,Chill
21fVf8ckuOaK3Wb6c6H97E,Padha Padhamandhi,0.667,0.665,0.0889,0.753254456,0.0828,Chill
3N0e7YCQMm5p0m5yEmQQxS,Endukani,0.637,0.0105,0.0727,0.730371804,0.0493,Cheerful
5HLH7HYBmHV3sIa7hi2wPr,Ra Ragamayi,0.735,0.0533,0.104,0.732432179,0.0453,Cheerful
4aNftxUBFU4BoLr5tWzSgk,Tha Thadi,0.808,0.0874,0.057,0.803764867,0.169,Cheerful
4BB6fsTYOKx4RLUg9a5JRH,Kalalona,0.708,0.0533,0.0971,0.711453813,0.0454,Cheerful
2eNgzT8w9dCjKOqyZpPwy5,Orori Devuda,0.768,0.116,0.0798,0.80729248,0.109,Cheerful
4KaWoSQOjO02oSuBTGQiNq,Nannaya Raasina,0.674,0.513,0.164,0.670152655,0.0273,Chill
3A0E2wOKWVBtbNXWY1eYrT,Time Ivvu Pilla,0.825,0.213,0.145,0.759154622,0.135,Cheerful
2Q9QGlZC5J5rPeeU8oWpHX,Yedurangula Vaana,0.288,0.696,0.113,0.704336153,0.044,Romantic
1TRfrlmhlTTnKoCpA6bCCo,Nee Valla O Pilla,0.678,0.949,0.0962,0.494677364,0.0533,Romantic
3ncYxAv0StbBhxZAoIYWJi,Yanthara Lokapu Sundarive,0.73,0.0132,0.0896,0.63649986,0.0327,Cheerful
46SStFjfqKWGAzymQ36eHe,Randali,0.681,0.00974,0.146,0.707926201,0.0363,Cheerful
5dJnVYXfC9DQwcIkS7qgxY,Bulliguvaa,0.526,0.752,0.226,0.515062592,0.0333,Romantic
1qriL63qImdxwjsZH4TUBM,Prema Swaramulalo,0.493,0.552,0.134,0.633815128,0.0409,Chill
6N15m9oDBaQnDtc3dCyjcH,Manasuke,0.828,0.243,0.134,0.717634939,0.053,Cheerful
7zpHwnztMkDtB7U4rLQ2kv,Deivam Raasina Kavitha,0.74,0.675,0.113,0.700277838,0.0704,Chill
2HHvioDASKp0Q6ELYbuArr,Laalijo,0.646,0.876,0.111,0.505104111,0.0297,Romantic
0lZgviKx7b1VydkzIt3v6P,My Twin Brother,0.662,0.261,0.109,0.510130178,0.0837,Cheerful
64izv8ngFLbHMcOr4ebmJh,Kaalam Na Preyasile,0.814,0.00812,0.0722,0.75234914,0.0621,Cheerful
7MUs4SAqrBUZW2slAeB4I4,24 Carat,0.554,0.000447,0.159,0.668342022,0.0304,Cheerful
1tmUThxCGDc1nFLoWwU2GQ,Neeli Neeli Aakasam,0.678,0.674,0.0964,0.81397309,0.0866,Chill
76J6P9lIbH1bwWeiKepZEH,Idera Sneham,0.527,0.72,0.104,0.825804639,0.0296,Romantic
3aEp7URsUXWg2Wsae8aU9S,Meeko Dhandam,0.92,0.365,0.0437,0.72687541,0.146,Chill
5S0bTH80nUSGshOKdhnmWi,Amma Nannu Mallee Penchavaa,0.415,0.877,0.106,0.524022102,0.0374,Romantic
5JjgnyQcR5S2RNLYmQGEfK,Wah Wah Mere Bava,0.65,0.509,0.0874,0.743608154,0.402,Chill
1Wz1COrADg9nJZoRNWahHE,Cat Body Loki,0.878,0.527,0.161,0.773202635,0.0725,Chill
7biVEJ3FcEP2eiuuQA4XbJ,Come On Girls - The Celebration of Love,0.665,0.336,0.0276,0.820060563,0.292,Chill
1mpqhpRhfO0mlXl0bw2xRJ,A Life Full of Love Theme - Instrumental,0.3,0.911,0.0946,0.788593013,0.0378,Romantic
1gWwGCKyJBwLhYySFJhBS1,Why This Kolaveri Di? - The Soup of Love,0.817,0.548,0.412,0.841257453,0.144,Chill
2jcxhqaqrzyiteCCjALam1,The Rhythm of Love Theme - Theme,0.639,0.353,0.17,0.755783099,0.089,Chill
7ntAK7Do1rb0nUxAWMqiw2,Theme of 3,0.749,0.00701,0.171,0.755564574,0.0427,Cheerful
0Po1KIFhCqTxkFwt8TgF0o,Po Ve Po - Remix - The Scream of Love,0.593,0.0349,0.122,0.765710361,0.0662,Cheerful
4Tp8Sl7Bul4D40vAlDvx0C,Neelaa Nannilaa,0.671,0.683,0.0762,0.801673274,0.0335,Chill
08B2cqtM6agAwTtSwit0u5,Mem Vayasuku Vacham,0.865,0.0811,0.19,0.71292105,0.136,Cheerful
45M0C71rbeENf3LtKsPMXO,Kalalu Kane,0.766,0.126,0.11,0.629756813,0.207,Cheerful
1OqMrGpLGS5w13H0ruYpwh,Idhi Rana Rangama,0.86,0.00959,0.0343,0.66297256,0.0418,Cheerful
49eQuKFDVkuaexg3EGTm3B,Theme Music,0.466,0.686,0.124,0.679455561,0.0282,Romantic
0fNv54Bv2TiGkuoBt4OYlW,January Masam,0.801,0.0812,0.243,0.675709425,0.0586,Cheerful
7yLkUwQHmSrlwEYGk5gxF0,Paduchunu Choodaka,0.554,0.498,0.45,0.634283395,0.346,Energetic
31Ke6bPGVVUhX7e7h36Cva,Oh Ringa Ringa,0.855,0.0586,0.206,0.711984516,0.068,Cheerful
75DxgHACVHU50ln1RWnDUx,Amma Amma,0.482,0.618,0.13,0.654294009,0.0373,Romantic
5IIF8Ja9bphOiGD3IcyQGz,Endukanta Joda,0.729,0.557,0.081,0.706677489,0.0421,Chill
0xpgCG4wQH6IN6HSqZNppK,The Rise of Damo - Mandarin,0.532,0.839,0.115,0.646333469,0.0258,Romantic
3dvTtTFzrfbDkQrCx8K9iU,Singilu Singilu,0.647,0.352,0.197,0.727562201,0.311,Chill
21QRo17c0GyOlxKLtfgv4W,90ML Title Song,0.859,0.471,0.235,0.738457216,0.083,Chill
0FDPzUp0wB2AJ9iYWPpT1x,Anukoledhe Anukoledhe,0.728,0.888,0.478,0.695064465,0.028,Romantic
5nvRAS1Cxpbb8w45sOnX1C,Naatho Nuvvunte Chaalu - Okasaari Chusthey,0.768,0.5,0.08,0.683513876,0.0649,Chill
6h7R7h91EZRCLpP17hG5w1,Vandella Life Lona,0.836,0.341,0.448,0.686104954,0.0945,Energetic
0HVQcmWmKMFgogrI7OYATE,Vellipothundhe Vellipothundhe,0.7,0.676,0.695,0.683950926,0.0418,Energetic
4NTz0Z4I6QIa0CCLEAmNqN,Yinipinchukoru Yinipinchukoru,0.725,0.646,0.152,0.764711391,0.531,Chill
1MOQFF9vwwsUk8bcynUogZ,Singilu Singilu DJ Song,0.837,0.168,0.87,0.766990291,0.0697,Energetic
7o0N54YY9fqbrdXlgnM6La,Yinipinchukoru DJ Song,0.608,0.49,0.275,0.878718821,0.251,Chill
3QRE6gErJeCU906HRNH5im,O Maanavaa,0.321,0.63,0.0956,0.552555177,0.0305,Romantic
6hxLpI3TkERvRJDGqJZrUv,Navi Naveename,0.664,0.0221,0.0751,0.705897044,0.0479,Cheerful
4UjTuOCEzzFJokq79AyGWY,Sofia,0.335,0.502,0.0824,0.615459058,0.0354,Romantic
1tEUxkRg7kqoPLSci6Wjqo,Jola Jola,0.525,0.152,0.0705,0.708706646,0.061,Cheerful
3XzkPn3HtBsM7wSxqLVr8S,Jwalamukhi,0.433,0.114,0.11,0.681266194,0.0341,Cheerful
0yQY1KOCiK2Gvae1LojiYB,Choosa Maaye Ilaa,0.463,0.903,0.109,0.662067243,0.0314,Romantic
1MYM90JGApVMQaENXJcPhJ,Nee Choope Naaku,0.483,0.814,0.681,0.664471014,0.0331,Romantic
6WVeEho4SUj55C4jJOeVax,Chal Hat Be,0.797,0.24,0.34,0.670683358,0.243,Energetic
1fl1B8sUmJEtOcEmawoQzz,Jwalamukhi - Reprise,0.476,0.112,0.108,0.625854587,0.0323,Cheerful
5D8bXos6z9wWeJb7XZ2WUw,The Oracle,0.361,0.958,0.0857,0.464645834,0.0318,Romantic
7cGmdzeYLWXmYtbvBa8r5i,Poova Mallee Pooseva,0.696,0.266,0.168,0.63934068,0.0396,Cheerful
6PYYZEWId5J3Kr5Y6TK8bh,Aakaasha Thaaralatho,0.341,0.912,0.124,0.619798333,0.034,Romantic
59TEx7h1w6BjbfcTjHmN5c,Sai Shirdi Sai,0.5,0.711,0.304,0.648768458,0.0333,Romantic
5Tz3UatxDVGRVT320u7nyK,The Voice Without Words,0.198,0.937,0.343,0.332719383,0.0431,Romantic
4H5Ou122Rb6hxWza3ecyX3,Single Kingulam,0.793,0.208,0.167,0.80601255,0.136,Cheerful
4JeYFuH445hJ5cSbJMhmIW,Amigo,0.609,0.19,0.478,0.740486373,0.0447,Energetic
4tsvA3woKWRou3hP9ijO80,Veedhikoka Jaathi,0.683,0.62,0.135,0.761870571,0.162,Chill
0vbKe7c93GfSA7dH1hMw0w,Telavaarutunte,0.687,0.399,0.336,0.804857491,0.084,Energetic
44JprBgHn6i3J4YQ2gysOn,Seatu siragadha,0.644,0.19,0.242,0.809196766,0.289,Cheerful
4rdN1XDgSQyumVGNVM1oyR,Puttibhoomi,0.695,0.711,0.113,0.710891893,0.0498,Chill
4Z3sfzRl8iTb10skxepDeg,Poratamey,0.481,0.589,0.141,0.824493491,0.0376,Chill
1zPyKGzLSyhHym4ZCgMJec,Charitraney likhinchara,0.712,0.246,0.21,0.679830175,0.0727,Cheerful
4nh7iWC9MVSFHZIyY2lHnm,Yaa Yaa,0.416,0.448,0.17,0.66453345,0.0684,Chill
2x3Plafnj7QE5VU3mFI7f7,Rang de,0.904,0.153,0.09,0.698311117,0.0493,Cheerful
5dgaQAa3bzYs3A3x1dolRI,Anasuya Kosam,0.808,0.273,0.156,0.709455874,0.0645,Cheerful
38DCpu247YGpYmi48uvQiA,Mummy Returns,0.774,0.262,0.205,0.745262698,0.0542,Cheerful
6ycK6Nj3hDcBXY4iTqmmBB,Aadavallu Meeku Joharlu - Title Song,0.57,0.28,0.186,0.721755689,0.442,Cheerful
79Us5t6DsqordQBqqRn9fM,Oh My Aadhya,0.825,0.0553,0.0555,0.720288453,0.0456,Cheerful
6yVsQa3AWPtOTKhtmuaIHJ,Awesome,0.716,0.351,0.0853,0.603783598,0.0366,Chill
6NJpMKevd1GXybJHmo7FPn,Mangalyam,0.767,0.191,0.127,0.763369026,0.126,Cheerful
7jv8mWZN8kr0R2oR1O5wJh,Kalaga Kalaga,0.694,0.335,0.224,0.703930322,0.0405,Chill
6vjrTsv6IwT3izgimmz7eT,Manasa Manninchavamma,0.793,0.0814,0.127,0.773514813,0.0541,Cheerful
5IxGXNiEjLS7GQfoxUASGv,O Baby O Baby,0.769,0.00847,0.0988,0.748540568,0.0419,Cheerful
1L4eCmdfTlfHw3f7lxtYqN,Ayyo Rama,0.825,0.0572,0.46,0.734180376,0.15,Energetic
5682Prsq2ioDaCuq2vvuLM,Sunnunda,0.604,0.165,0.172,0.737083633,0.414,Cheerful
1Z1SBXbP3rfywbxpFmofIk,Chiki Chiki Bum,0.797,0.0427,0.0617,0.761214997,0.0954,Cheerful
0znfygYH1EVeR9udOvZ9FO,Pattu Okato Sari,0.926,0.0139,0.0616,0.726344707,0.0723,Cheerful
0yD3Id2zlQ6wUbCpYIgTan,Aadikeshava Glimpse,0.417,0.00526,0.458,0.670964318,0.113,Energetic
6iLBfDlFJAFuQjXotwTlCW,Sittharala Sithravathi,0.831,0.278,0.142,0.703555708,0.143,Cheerful
6JWbTmnyAwFMtBQCvRUHIi,Hey Bujji Bangaram,0.788,0.198,0.141,0.636000375,0.0453,Cheerful
5wyQl8yff1G4vCeIA6VTXc,Leelammo,0.581,0.0031,0.658,0.593356851,0.0757,Energetic
1FBOltrrJpUlI1s4gG3sYZ,"Aadu Macha (From ""Eagle"")",0.719,0.166,0.0509,0.781756314,0.231,Cheerful
7APmNZp8tP4REdA6uXsAhl,"Gallanthe (From ""Eagle"")",0.523,0.187,0.215,0.684107015,0.0804,Cheerful
2EWMmRUZlIdvoaq0QNlS1C,"Eagle’s On His Way (From ""Eagle"")",0.73,0.175,0.405,0.786595074,0.0791,Energetic
683lxlFnNtkf85QOF69U0K,"Garudam (From ""Eagle"")",0.277,0.235,0.0607,0.715075079,0.0413,Cheerful
2GIKjy4kE9eJh3sNFxzp32,"Hey Garuda (From ""Eagle"")",0.729,0.029,0.09,0.774451347,0.091,Cheerful
0F6mPBgQOnlXdeqyuXwrz5,Sitar Song,0.719,0.345,0.047,0.704023975,0.035,Chill
6Q7DYb0ruUAN3zyCSO3t0y,Reppal Dappul,0.335,0.0905,0.297,0.803078076,0.135,Energetic
5jqkkiHOgYrKN9elaMOM7O,Jikki,0.758,0.685,0.286,0.74067368,0.0352,Chill
1dD0jBpC8GPjg8a6KcYzb4,Nallanchu Thellacheera,0.496,0.115,0.0564,0.785346362,0.153,Cheerful
16B2WV4fcZM9QW9QkM9R36,Ravanasura Anthem,0.612,0.00822,0.154,0.901976087,0.131,Cheerful
6TUiqKyPipXdpMCYcX3hnP,Pyaar Lona Paagal,0.705,0.519,0.663,0.901539038,0.144,Energetic
3aFVKHcMRWfc2Ly2s8IevF,Dikka Dishum,0.813,0.113,0.0964,0.841007711,0.0689,Cheerful
2ZE36lZJ6AkpdjLkaYc0L3,Ravanasura Theme,0.478,0.0747,0.128,0.788436924,0.0749,Cheerful
6As1dIz4o6CfpylLkHPViL,Aagadu,0.725,0.324,0.262,0.783442075,0.0539,Chill
66b07iRQinqwVeJ9BuA6KN,Aaja Saroja,0.687,0.566,0.138,0.78266163,0.0693,Chill
3WxMbOKzpJruNEVdXzPe9y,Bhel Poori,0.798,0.649,0.637,0.84216277,0.238,Energetic
1aWNYnkUzUw1Jb8hf31Dle,Junction Lo,0.708,0.305,0.246,0.80273468,0.321,Cheerful
5lg3OQJLI4pkb6sVQhBixW,Naari Naari,0.802,0.444,0.249,0.786813598,0.0412,Chill
7K02q2XBpwarLAFCD7p7rT,Theme Of Aagadu,0.75,0.152,0.143,0.731901477,0.0904,Cheerful
5XIDz8VUT0bIIQdT7QspoG,Devatalaaraa,0.749,0.61,0.328,0.768114132,0.0629,Chill
0Q3uwiCHJb5ln1HgYyBNcV,Pandiri Vesina,0.606,0.472,0.39,0.78238067,0.0577,Energetic
2aAKQm0UDcCStli7VteRye,Hai Hai Naayakaa,0.752,0.316,0.194,0.771891487,0.0725,Cheerful
2SIi3fFASt8d2whqYCKRWA,Manasa,0.703,0.873,0.0896,0.778353573,0.0345,Romantic
6tDs5JOLlkIGU3kpLzJSwZ,Yelaloye,0.826,0.144,0.208,0.787812568,0.284,Cheerful
40WP8w0xUyOrCW6bhvQZ1I,Sri Rasthu Subhamastu,0.47,0.193,0.0983,0.771267131,0.266,Cheerful
1bzwVRfUKN68sst3bDk0Jj,Nee Manasulo Maata,0.824,0.471,0.128,0.778166266,0.0463,Chill
1iAvTpFW46FwJNFwfg98u6,Minsare Minsare,0.882,0.342,0.122,0.793650298,0.0412,Chill
4yYISS3KgUjHLZ4UvImr8B,Maha Theme (Telugu),0.572,0.115,0.176,0.689507695,0.101,Cheerful
0VnEZ9XMrhMu8OCDnRBoEL,Kaatuka Kanule,0.693,0.434,0.35,0.721006462,0.236,Energetic
65kZWtdqyQtpK4g5DZ08Z9,Sithramaina Bhoomi,0.891,0.448,0.0417,0.617956482,0.375,Chill
4AU0ys2rcxhQrKcyHuwU3y,Sakhiyae,0.308,0.749,0.328,0.629350982,0.0319,Romantic
4kC3NftUjxX1NgD8fG262Y,Aakaasam Nee Haddhu Ra,0.741,0.0917,0.16,0.611088565,0.0467,Cheerful
2pFhxxlCyyJsYgdRSsddYC,Okka Nimisham,0.301,0.429,0.0791,0.628320794,0.0345,Chill
12u5sqh5gjo7RWjhfbYmma,Horu Gali,0.931,0.358,0.0555,0.548996348,0.307,Chill
6Yf8BIpcFXuJxq3HVIfTWZ,Go Lets Go,0.767,0.0893,0.451,0.826990916,0.0927,Energetic
5yT8OgIRMNQqTH9I6xtf7t,Niluvetthuga Nene Neevuga,0.64,0.328,0.553,0.687572191,0.0729,Energetic
46ri2S9qffSeipb4WAPNyt,Anaghaa Anaghaa (Sri Krishna),0.749,0.189,0.15,0.760153592,0.0532,Cheerful
